503,502,503,503,
503,502,504,504,
503,502,504,504,
504,503,504,504,
504,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,504,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
504,502,504,504,
504,503,504,504,
503,502,504,504,
504,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,503,504,
504,502,504,504,
504,502,504,504,
504,502,504,504,
504,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,504,504,
504,502,504,504,
504,503,504,504,
504,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
504,502,504,504,
504,502,504,504,
504,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,503,504,504,
504,503,504,504,
504,502,504,504,
504,503,504,504,
504,502,504,504,
503,502,504,503,
503,502,504,503,
503,502,503,503,
503,502,503,504,
503,502,504,504,
504,503,504,504,
504,502,504,504,
504,502,504,504,
503,502,504,504,
504,502,504,503,
503,502,503,503,
503,502,503,503,
503,501,503,503,
503,502,504,503,
503,502,504,503,
503,502,504,504,
504,502,504,504,
504,502,504,504,
503,502,503,504,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
504,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
502,502,503,503,
502,501,503,503,
503,501,503,503,
504,502,504,504,
503,502,504,504,
503,502,504,504,
504,502,504,503,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
504,502,504,504,
504,502,504,504,
503,502,504,504,
503,502,504,504,
503,501,503,503,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,503,504,
503,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,503,
502,502,503,503,
502,501,503,503,
503,501,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
503,502,504,504,
503,502,504,503,
503,502,503,503,
503,502,503,504,
503,502,503,503,
503,501,503,503,
503,501,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
502,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
504,503,504,504,
503,503,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
502,502,503,503,
502,502,503,503,
503,502,503,503,
503,502,504,503,
504,503,504,504,
504,502,504,504,
503,503,504,504,
503,502,504,504,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
504,502,504,504,
504,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,504,
504,503,504,504,
504,503,504,504,
503,503,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,504,
503,502,504,504,
504,502,504,504,
504,503,504,504,
504,503,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,503,504,504,
503,503,504,504,
504,503,504,504,
504,503,504,504,
504,502,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
504,503,504,504,
504,503,504,504,
503,503,504,504,
503,503,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
504,503,504,504,
504,503,504,504,
503,502,504,504,
504,503,503,503,
503,502,503,503,
503,502,503,503,
502,502,503,503,
503,502,503,503,
503,502,503,503,
504,503,504,503,
504,503,504,504,
504,502,504,504,
503,502,503,504,
503,502,504,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,503,504,503,
503,503,504,504,
503,503,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
504,503,504,503,
504,503,504,504,
504,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,503,504,
503,502,503,504,
504,503,504,504,
504,503,504,504,
503,503,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,503,504,504,
504,503,504,504,
504,503,504,504,
503,503,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,504,
503,502,504,504,
503,503,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
502,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
504,503,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,502,503,503,
502,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,504,
504,502,503,504,
504,502,503,503,
503,502,503,503,
503,502,503,503,
502,501,503,503,
503,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
503,502,503,503,
503,501,503,503,
503,502,503,503,
503,501,503,502,
502,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,503,
503,502,504,503,
503,502,504,504,
503,502,503,503,
503,502,503,503,
503,501,503,503,
502,501,503,503,
502,501,503,503,
503,501,503,503,
503,502,503,504,
503,502,504,504,
503,502,503,503,
503,502,504,503,
503,502,503,504,
503,501,503,503,
502,501,502,503,
502,501,502,503,
503,501,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
503,502,503,504,
503,502,504,504,
503,501,503,503,
503,501,503,503,
503,501,503,503,
502,501,503,502,
502,501,503,503,
503,501,503,503,
503,502,503,503,
503,502,504,504,
503,501,504,504,
503,501,503,503,
503,502,503,503,
502,501,503,503,
502,501,503,503,
502,501,503,503,
503,501,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
503,502,504,504,
503,502,503,503,
503,502,503,503,
502,501,503,503,
502,500,503,502,
502,500,503,503,
503,501,503,503,
503,501,504,503,
503,502,504,504,
504,502,504,503,
503,502,503,503,
503,501,504,503,
503,501,503,503,
503,501,503,502,
502,501,503,502,
503,501,503,503,
503,502,503,503,
503,502,503,503,
504,502,504,503,
503,503,504,504,
503,502,504,503,
503,502,503,503,
503,502,503,503,
502,501,503,503,
503,502,503,503,
503,502,503,503,
503,502,503,503,
503,502,504,504,
503,502,504,504,
503,502,504,504,
504,502,503,503,
503,502,503,503,
503,502,503,503,
502,501,503,503,
503,501,503,503,
